,id_c,education_background_c,professional_experience_c,skills_c,gender_c,agg_perceived_foreign_c,id_j,education_reqs_j,experience_reqs_role_j,experience_reqs_duration_j,skills_j,gender_j,agg_perceived_foreign_j,score,ranking,shortlisted,gender_c_agg_perceived_foreign_c
468,1247,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Ies Pablo Serrano', 'start_date': 'September 1989', 'end_date': 'June 1993', 'degree': 'Fp Ii Higher Degree In Management Informatics'}]","[{'institution': 'Piquer Asesores Sl', 'start_date': 'August 2023', 'end_date': 'Current', 'role': 'Administrative Officer', 'duration': '1 year, 7 months', 'duration_months': 19}, {'institution': 'Weko Ag Mechanical Engineering Biel', 'start_date': 'May 2008', 'end_date': 'December 2022', 'role': 'Branch Commercial Technician', 'duration': '14 years, 7 months', 'duration_months': 175}]","['Microstrategy', 'Accounting', 'English']",Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.463768115942029,94,0,WomanNo
469,1247,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Ies Pablo Serrano', 'start_date': 'September 1989', 'end_date': 'June 1993', 'degree': 'Fp Ii Higher Degree In Management Informatics'}]","[{'institution': 'Piquer Asesores Sl', 'start_date': 'August 2023', 'end_date': 'Current', 'role': 'Administrative Officer', 'duration': '1 year, 7 months', 'duration_months': 19}, {'institution': 'Weko Ag Mechanical Engineering Biel', 'start_date': 'May 2008', 'end_date': 'December 2022', 'role': 'Branch Commercial Technician', 'duration': '14 years, 7 months', 'duration_months': 175}]","['Microstrategy', 'Accounting', 'English']",Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.5507246376811594,19,0,WomanNo
470,1247,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Ies Pablo Serrano', 'start_date': 'September 1989', 'end_date': 'June 1993', 'degree': 'Fp Ii Higher Degree In Management Informatics'}]","[{'institution': 'Piquer Asesores Sl', 'start_date': 'August 2023', 'end_date': 'Current', 'role': 'Administrative Officer', 'duration': '1 year, 7 months', 'duration_months': 19}, {'institution': 'Weko Ag Mechanical Engineering Biel', 'start_date': 'May 2008', 'end_date': 'December 2022', 'role': 'Branch Commercial Technician', 'duration': '14 years, 7 months', 'duration_months': 175}]","['Microstrategy', 'Accounting', 'English']",Woman,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.7826086956521738,1,1,WomanNo
471,1250,"[{'institution': 'Eca Group Bureau Veritas', 'start_date': 'January 2010', 'end_date': 'December 2010', 'degree': 'Master In Business Administration And Management'}, {'institution': 'University Of Santiago De Compostela', 'start_date': 'September 1997', 'end_date': 'December 1997', 'degree': 'Graduate In Business Administration And Management'}]","[{'institution': 'Collin Mdical', 'start_date': 'April 2023', 'end_date': 'August 2023', 'role': 'Rd Engineer Intern', 'duration': '4 months', 'duration_months': 4}, {'institution': 'Emergia', 'start_date': 'January 2011', 'end_date': 'December 2012', 'role': 'Telephone Manager Team Coordinator', 'duration': '1 year, 11 months', 'duration_months': 23}, {'institution': 'Ntt Data', 'start_date': 'June 1985', 'end_date': 'September 1999', 'role': 'Service Technician', 'duration': '14 years, 3 months', 'duration_months': 171}]","['Microsoft Excel', 'Billing', 'Microsoft Powerpoint', 'English', 'Mfg/Pro (Erp)', 'Microsoft Outlook', 'Accounting', 'Management']",Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.7826086956521738,1,1,WomanNo
472,1250,"[{'institution': 'Eca Group Bureau Veritas', 'start_date': 'January 2010', 'end_date': 'December 2010', 'degree': 'Master In Business Administration And Management'}, {'institution': 'University Of Santiago De Compostela', 'start_date': 'September 1997', 'end_date': 'December 1997', 'degree': 'Graduate In Business Administration And Management'}]","[{'institution': 'Collin Mdical', 'start_date': 'April 2023', 'end_date': 'August 2023', 'role': 'Rd Engineer Intern', 'duration': '4 months', 'duration_months': 4}, {'institution': 'Emergia', 'start_date': 'January 2011', 'end_date': 'December 2012', 'role': 'Telephone Manager Team Coordinator', 'duration': '1 year, 11 months', 'duration_months': 23}, {'institution': 'Ntt Data', 'start_date': 'June 1985', 'end_date': 'September 1999', 'role': 'Service Technician', 'duration': '14 years, 3 months', 'duration_months': 171}]","['Microsoft Excel', 'Billing', 'Microsoft Powerpoint', 'English', 'Mfg/Pro (Erp)', 'Microsoft Outlook', 'Accounting', 'Management']",Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.6666666666666666,5,1,WomanNo
473,1258,"[{'institution': 'Miguel Cervantes European University', 'start_date': 'January 2010', 'end_date': 'December 2010', 'degree': 'Master In Business Administration And Management'}, {'institution': 'Imes University', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Generali', 'start_date': 'May 2004', 'end_date': 'April 2020', 'role': 'Insurance Advisor', 'duration': '15 years, 11 months', 'duration_months': 191}]","['English', 'Real Estate', 'Mfg/Pro (Erp)', 'Customer Relationship Management', 'Accounting', 'Microsoft Dynamics', 'Management']",Woman,Yes,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.4757033248081841,77,0,WomanYes
474,1258,"[{'institution': 'Miguel Cervantes European University', 'start_date': 'January 2010', 'end_date': 'December 2010', 'degree': 'Master In Business Administration And Management'}, {'institution': 'Imes University', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Generali', 'start_date': 'May 2004', 'end_date': 'April 2020', 'role': 'Insurance Advisor', 'duration': '15 years, 11 months', 'duration_months': 191}]","['English', 'Real Estate', 'Mfg/Pro (Erp)', 'Customer Relationship Management', 'Accounting', 'Microsoft Dynamics', 'Management']",Woman,Yes,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.4347826086956521,118,0,WomanYes
475,1258,"[{'institution': 'Miguel Cervantes European University', 'start_date': 'January 2010', 'end_date': 'December 2010', 'degree': 'Master In Business Administration And Management'}, {'institution': 'Imes University', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Generali', 'start_date': 'May 2004', 'end_date': 'April 2020', 'role': 'Insurance Advisor', 'duration': '15 years, 11 months', 'duration_months': 191}]","['English', 'Real Estate', 'Mfg/Pro (Erp)', 'Customer Relationship Management', 'Accounting', 'Microsoft Dynamics', 'Management']",Woman,Yes,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.4347826086956521,106,0,WomanYes
476,1268,"[{'institution': 'Eae Business School', 'start_date': 'January 2023', 'end_date': 'December 2023', 'degree': 'Master En Supply Chain Management  Logistics'}, {'institution': 'Complutense University of Madrid', 'start_date': 'January 2014', 'end_date': 'December 2018', 'degree': 'Law Bachelor'}]","[{'institution': 'Telepizza Smiguel Servet 33', 'start_date': 'December 2008', 'end_date': 'January 2018', 'role': 'Store Assistant', 'duration': '9 years, 1 months', 'duration_months': 109}]","['Customer Experience', 'English', 'Planning', 'Customer Service', 'Management']",Man,Yes,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,0.4897025171624714,24,0,ManYes
477,1272,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Complutense University Of Madrid', 'start_date': 'February 1976', 'end_date': 'November 1989', 'degree': 'Academic Bachelor'}]","[{'institution': 'Ntt Data', 'start_date': 'July 2009', 'end_date': 'Current', 'role': 'Process Technician', 'duration': '15 years, 8 months', 'duration_months': 188}]",['English'],Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.0869565217391304,126,0,WomanNo
478,1272,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Complutense University Of Madrid', 'start_date': 'February 1976', 'end_date': 'November 1989', 'degree': 'Academic Bachelor'}]","[{'institution': 'Ntt Data', 'start_date': 'July 2009', 'end_date': 'Current', 'role': 'Process Technician', 'duration': '15 years, 8 months', 'duration_months': 188}]",['English'],Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.7826086956521738,1,1,WomanNo
479,1272,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Complutense University Of Madrid', 'start_date': 'February 1976', 'end_date': 'November 1989', 'degree': 'Academic Bachelor'}]","[{'institution': 'Ntt Data', 'start_date': 'July 2009', 'end_date': 'Current', 'role': 'Process Technician', 'duration': '15 years, 8 months', 'duration_months': 188}]",['English'],Woman,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.7826086956521738,1,1,WomanNo
480,1277,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'International University Of La Rioja', 'start_date': 'September 2009', 'end_date': 'June 2013', 'degree': 'Masters Degree In Early Childhood Education'}, {'institution': 'Ies Pablo Serrano', 'start_date': 'September 1989', 'end_date': 'June 1993', 'degree': 'Fp Ii Higher Degree In Management Informatics'}]","[{'institution': 'Mm Group Mayrmelnhof Group', 'start_date': 'July 2023', 'end_date': 'Current', 'role': 'Learning  Development Expert', 'duration': '1 year, 8 months', 'duration_months': 20}, {'institution': 'Sheffield Center', 'start_date': 'January 2019', 'end_date': 'December 2020', 'role': 'Commercial Team Coordinator', 'duration': '1 year, 11 months', 'duration_months': 23}, {'institution': 'Mapfre Insurance', 'start_date': 'February 1980', 'end_date': 'April 1993', 'role': 'Commercial Advisor', 'duration': '13 years, 2 months', 'duration_months': 158}]","['Debugging', 'English', 'Typing', 'Rapidminer', 'Puntuality', 'Reconciliation', 'Mfg/Pro (Erp)', 'Accounting', 'Order Processing', 'G Suite', 'Management', 'Commercial Management', 'Consulting', 'Communications', 'Securitization', 'Project Management', 'Microstrategy', 'Sales', 'Microsoft Excel', 'Collections', 'Digitization', 'Billing', 'Computer Science', 'Dissemination', 'Social Integration', 'Big Data', 'Microsoft Office', 'Mechanization', 'Self-Control', 'Accounting Management', 'Pharmaceuticals', 'Microsoft Powerpoint']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.7826086956521738,1,1,ManNo
481,1277,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'International University Of La Rioja', 'start_date': 'September 2009', 'end_date': 'June 2013', 'degree': 'Masters Degree In Early Childhood Education'}, {'institution': 'Ies Pablo Serrano', 'start_date': 'September 1989', 'end_date': 'June 1993', 'degree': 'Fp Ii Higher Degree In Management Informatics'}]","[{'institution': 'Mm Group Mayrmelnhof Group', 'start_date': 'July 2023', 'end_date': 'Current', 'role': 'Learning  Development Expert', 'duration': '1 year, 8 months', 'duration_months': 20}, {'institution': 'Sheffield Center', 'start_date': 'January 2019', 'end_date': 'December 2020', 'role': 'Commercial Team Coordinator', 'duration': '1 year, 11 months', 'duration_months': 23}, {'institution': 'Mapfre Insurance', 'start_date': 'February 1980', 'end_date': 'April 1993', 'role': 'Commercial Advisor', 'duration': '13 years, 2 months', 'duration_months': 158}]","['Debugging', 'English', 'Typing', 'Rapidminer', 'Puntuality', 'Reconciliation', 'Mfg/Pro (Erp)', 'Accounting', 'Order Processing', 'G Suite', 'Management', 'Commercial Management', 'Consulting', 'Communications', 'Securitization', 'Project Management', 'Microstrategy', 'Sales', 'Microsoft Excel', 'Collections', 'Digitization', 'Billing', 'Computer Science', 'Dissemination', 'Social Integration', 'Big Data', 'Microsoft Office', 'Mechanization', 'Self-Control', 'Accounting Management', 'Pharmaceuticals', 'Microsoft Powerpoint']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.5446224256292906,20,0,ManNo
482,1277,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'International University Of La Rioja', 'start_date': 'September 2009', 'end_date': 'June 2013', 'degree': 'Masters Degree In Early Childhood Education'}, {'institution': 'Ies Pablo Serrano', 'start_date': 'September 1989', 'end_date': 'June 1993', 'degree': 'Fp Ii Higher Degree In Management Informatics'}]","[{'institution': 'Mm Group Mayrmelnhof Group', 'start_date': 'July 2023', 'end_date': 'Current', 'role': 'Learning  Development Expert', 'duration': '1 year, 8 months', 'duration_months': 20}, {'institution': 'Sheffield Center', 'start_date': 'January 2019', 'end_date': 'December 2020', 'role': 'Commercial Team Coordinator', 'duration': '1 year, 11 months', 'duration_months': 23}, {'institution': 'Mapfre Insurance', 'start_date': 'February 1980', 'end_date': 'April 1993', 'role': 'Commercial Advisor', 'duration': '13 years, 2 months', 'duration_months': 158}]","['Debugging', 'English', 'Typing', 'Rapidminer', 'Puntuality', 'Reconciliation', 'Mfg/Pro (Erp)', 'Accounting', 'Order Processing', 'G Suite', 'Management', 'Commercial Management', 'Consulting', 'Communications', 'Securitization', 'Project Management', 'Microstrategy', 'Sales', 'Microsoft Excel', 'Collections', 'Digitization', 'Billing', 'Computer Science', 'Dissemination', 'Social Integration', 'Big Data', 'Microsoft Office', 'Mechanization', 'Self-Control', 'Accounting Management', 'Pharmaceuticals', 'Microsoft Powerpoint']",Man,No,3,[],"['Sales Assistant', 'Saleswoman', 'Commercial Advisor']",12,"['English', 'Spanish', 'Communications', 'Communication', 'Sales', 'Negotiation', 'Adaptability', 'Customer Relationship Management']",Man,No,0.4844720496894409,30,0,ManNo
483,1277,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'International University Of La Rioja', 'start_date': 'September 2009', 'end_date': 'June 2013', 'degree': 'Masters Degree In Early Childhood Education'}, {'institution': 'Ies Pablo Serrano', 'start_date': 'September 1989', 'end_date': 'June 1993', 'degree': 'Fp Ii Higher Degree In Management Informatics'}]","[{'institution': 'Mm Group Mayrmelnhof Group', 'start_date': 'July 2023', 'end_date': 'Current', 'role': 'Learning  Development Expert', 'duration': '1 year, 8 months', 'duration_months': 20}, {'institution': 'Sheffield Center', 'start_date': 'January 2019', 'end_date': 'December 2020', 'role': 'Commercial Team Coordinator', 'duration': '1 year, 11 months', 'duration_months': 23}, {'institution': 'Mapfre Insurance', 'start_date': 'February 1980', 'end_date': 'April 1993', 'role': 'Commercial Advisor', 'duration': '13 years, 2 months', 'duration_months': 158}]","['Debugging', 'English', 'Typing', 'Rapidminer', 'Puntuality', 'Reconciliation', 'Mfg/Pro (Erp)', 'Accounting', 'Order Processing', 'G Suite', 'Management', 'Commercial Management', 'Consulting', 'Communications', 'Securitization', 'Project Management', 'Microstrategy', 'Sales', 'Microsoft Excel', 'Collections', 'Digitization', 'Billing', 'Computer Science', 'Dissemination', 'Social Integration', 'Big Data', 'Microsoft Office', 'Mechanization', 'Self-Control', 'Accounting Management', 'Pharmaceuticals', 'Microsoft Powerpoint']",Man,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.5446224256292906,14,0,ManNo
484,1278,"[{'institution': 'Ies Ses Estacions', 'start_date': 'October 2021', 'end_date': 'Current', 'degree': 'Fp Higher Degree Administration and Finance'}]","[{'institution': 'Renaultnissan', 'start_date': 'January 2009', 'end_date': 'March 2018', 'role': 'Automotive Operator', 'duration': '9 years, 2 months', 'duration_months': 110}]","['English', 'Android (Operating System)', 'Management', 'Pascal (Programming Language)', 'Accounting', 'Sales']",Man,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.5263157894736842,28,0,ManNo
485,1280,"[{'institution': 'University Of Malaga', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Hwz Zurich University Of Economics', 'start_date': 'November 2023', 'end_date': 'April 2024', 'role': 'Founder  Managing Director', 'duration': '5 months', 'duration_months': 5}, {'institution': 'Sayl Barcelona', 'start_date': 'December 2007', 'end_date': 'September 2023', 'role': 'Commercial Back Office', 'duration': '15 years, 9 months', 'duration_months': 189}]","['German', 'Auditing', 'Political Action Committee (Pac)', 'Spanish', 'Subsidies', 'Customer Relationship Management']",Woman,No,2,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba', 'Master In Business Management And Digital Transformationmba', 'Graduate In Business Administration And Management', 'Graduate In Cc Economic And Business', 'Higher Degree In Administration And Finance', 'Higher Degree Training Cycle Administration And Finance', 'Fp Higher Degree Administration and Finance', 'Master In Labor Management And Management', 'Master In Business Administration And Management']","['Administrative', 'Administrative Assistant', 'Assistant', 'Administrative Mortgage Back Office', 'Administrative Officer', 'Clerk']",36,"['English', 'Management', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint']",Man,No,0.4605475040257649,99,0,WomanNo
486,1280,"[{'institution': 'University Of Malaga', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Hwz Zurich University Of Economics', 'start_date': 'November 2023', 'end_date': 'April 2024', 'role': 'Founder  Managing Director', 'duration': '5 months', 'duration_months': 5}, {'institution': 'Sayl Barcelona', 'start_date': 'December 2007', 'end_date': 'September 2023', 'role': 'Commercial Back Office', 'duration': '15 years, 9 months', 'duration_months': 189}]","['German', 'Auditing', 'Political Action Committee (Pac)', 'Spanish', 'Subsidies', 'Customer Relationship Management']",Woman,No,4,"['Graduated In Administration And Management Cfgm', 'Intermediate Degree In Administration', 'Graduate In Economics', 'Master In Business Management And Digital Transformationmba']","['Project Manager', 'Project Leader']",12,"['Organization', 'Management', 'Teamwork', 'Planning', 'Microsoft Excel', 'Microsoft Office', 'Accounting', 'Microsoft Word', 'Microsoft Powerpoint', 'Project Management']",Man,No,0.5446224256292906,14,0,WomanNo
